sample_id,sampled_date,analyzed_date,run_or_plate_id,measurement_type,subtype,subsubtype,standard_sample_blank,tech_rep_number,std_co2_amount,std_co2_units,value,units,pre_post_wet,cc_treatment,drying_treatment,sample_type,co2_timepoint_h,notes
119,20220317,20220915,Run8,qpcr,fungal,dna,sample,5,NA,NA,NA,proportional_concentration_normalized,no_soil,no_soil,no_soil,core,NA,NA
126,20220317,20220915,Run8,qpcr,fungal,dna,sample,1,NA,NA,6.497259290819711e-8,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
126,20220317,20220915,Run8,qpcr,fungal,dna,sample,2,NA,NA,6.473957527044682e-8,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
126,20220317,20220915,Run8,qpcr,fungal,dna,sample,3,NA,NA,7.752670457122831e-8,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
126,20220317,20220915,Run8,qpcr,fungal,dna,sample,4,NA,NA,6.299296123561066e-8,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
126,20220317,20220915,Run8,qpcr,fungal,dna,sample,5,NA,NA,8.077044813615949e-8,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
128,20220317,20220915,Run8,qpcr,fungal,dna,sample,1,NA,NA,6.755182345956109e-7,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
128,20220317,20220915,Run8,qpcr,fungal,dna,sample,2,NA,NA,9.8147177330213775e-07,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
128,20220317,20220915,Run8,qpcr,fungal,dna,sample,3,NA,NA,1.2767372173848666e-6,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
128,20220317,20220915,Run8,qpcr,fungal,dna,sample,4,NA,NA,9.62499517510534e-7,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
128,20220317,20220915,Run8,qpcr,fungal,dna,sample,5,NA,NA,8.186031985771413e-7,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
014,20220317,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,2.1471870630516323e-6,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
014,20220317,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,2.476825082536827e-6,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
048,20220317,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,6.247358427517704e-6,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
048,20220317,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,6.8195408374407e-6,proportional_concentration_normalized,all_dry,w_cc,all_dry,core,NA,NA
Blank,NA,20221012,Run9,qpcr,fungal,dna,blank,NA,NA,NA,NA,proportional_concentration_normalized,NA,NA,NA,core,NA,NA
001,20220215,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,2.2820403100538906e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
001,20220215,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,2.0109671839484806e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
001,20220215,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,1.9206630336644653e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
001,20220215,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,2.2288677801601228e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
001,20220215,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,2.336240926942757e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
009,20220215,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,2.4326521191270605e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
009,20220215,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,1.911383024092629e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
009,20220215,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,1.8168237014970288e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
009,20220215,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,1.796404553719172e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
009,20220215,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,2.2153327398743054e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
015,20220215,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,8.678654047029144e-8,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
015,20220215,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,1.0763268205534449e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
015,20220215,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,1.0296510067145489e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
015,20220215,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,1.1360790443850576e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
015,20220215,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,1.1256230289189939e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
052,20220215,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,1.0121813906669754e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
052,20220215,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,1.2183847691438696e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
052,20220215,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,1.0656851694295945e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
052,20220215,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,1.0078280050165853e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
052,20220215,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,1.0045762411769121e-6,proportional_concentration_normalized,initial,w_cc,initial,core,NA,NA
065,20220301,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,2.4953289667176566e-6,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,2.176757441183549e-6,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,2.447175108202431e-6,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,2.276671751331411e-6,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,2.322255270193843e-6,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
076,20220215,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,4.337298292141427e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
076,20220215,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,3.4534620966872046e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
076,20220215,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,3.5778414837223967e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
076,20220215,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,3.1625001666996404e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
076,20220215,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,3.2176938100171734e-7,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
077,20220301,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,2.9725497526595125e-6,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
077,20220301,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,3.1656298230689156e-6,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
077,20220301,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,2.7890798178698474e-6,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
077,20220301,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,2.1559434629323972e-6,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
077,20220301,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,2.736765247750535e-6,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
096,20220224,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,2.4760688470749557e-6,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
096,20220224,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,2.374595840533754e-6,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
096,20220224,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,1.9816971467155565e-6,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
096,20220224,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,1.9918045412809252e-6,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
096,20220224,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,2.099692406461159e-6,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
103,20220224,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,7.627887342828243e-7,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
103,20220224,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,8.635758482980798e-7,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
103,20220224,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,7.10833812406942e-7,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
103,20220224,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,6.927796620716689e-7,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
103,20220224,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,8.55796945940015e-7,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
107,20220301,20221012,Run9,qpcr,fungal,dna,sample,4,NA,NA,5.920029971531083e-7,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
107,20220301,20221012,Run9,qpcr,fungal,dna,sample,5,NA,NA,5.034589579824041e-7,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
107,20220301,20221012,Run9,qpcr,fungal,dna,sample,1,NA,NA,6.906883749947763e-7,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
107,20220301,20221012,Run9,qpcr,fungal,dna,sample,2,NA,NA,4.964786653940048e-7,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
107,20220301,20221012,Run9,qpcr,fungal,dna,sample,3,NA,NA,4.730815229307378e-7,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
Blank,NA,20220831,Run2,qpcr,bacterial,dna,blank,NA,NA,NA,NA,proportional_concentration_normalized,NA,NA,NA,core,NA,NA
018,20220224,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,1.3308046345745013e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
018,20220224,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,1.3081757697749389e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
130,20220215,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,9.622111876687868e-6,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
003,20220317,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,1.6628473009202686e-5,proportional_concentration_normalized,all_dry,no_cc,all_dry,core,NA,NA
003,20220317,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,1.5383965517047794e-4,proportional_concentration_normalized,all_dry,no_cc,all_dry,core,NA,NA
003,20220317,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,6.940142342628068e-6,proportional_concentration_normalized,all_dry,no_cc,all_dry,core,NA,NA
003,20220317,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,1.2516318691309722e-8,proportional_concentration_normalized,all_dry,no_cc,all_dry,core,NA,NA
Blank,NA,20220831,Run2,qpcr,bacterial,dna,blank,NA,NA,NA,NA,proportional_concentration_normalized,NA,NA,NA,core,NA,NA
003,20220317,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,2.814542895271615e-5,proportional_concentration_normalized,all_dry,no_cc,all_dry,core,NA,NA
010,20220317,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,4.343392411789789e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
010,20220317,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,3.149490658975078e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
010,20220317,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,4.6579086606654136e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
010,20220317,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,4.2456580431516146e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
010,20220317,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,3.216899693931171e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
013,20220317,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,3.867964939082381e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
013,20220317,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,2.165169878958055e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
003,20220317,20220831,Run2,qpcr,bacterial,dna,sample,6,NA,NA,2.706713078556473e-11,proportional_concentration_normalized,all_dry,no_cc,all_dry,core,NA,NA
013,20220317,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,2.226013207924837e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
013,20220317,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,4.278077046418268e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
013,20220317,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,4.598185313456418e-5,proportional_concentration_normalized,post,no_cc,four_wk,core,NA,NA
021,20220315,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,3.6327776642762816e-5,proportional_concentration_normalized,pre,no_cc,four_wk,core,NA,NA
021,20220315,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,3.431681831609005e-5,proportional_concentration_normalized,pre,no_cc,four_wk,core,NA,NA
021,20220315,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,4.1559999469970504e-5,proportional_concentration_normalized,pre,no_cc,four_wk,core,NA,NA
021,20220315,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,3.4671079022579645e-5,proportional_concentration_normalized,pre,no_cc,four_wk,core,NA,NA
021,20220315,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,3.791904874029669e-5,proportional_concentration_normalized,pre,no_cc,four_wk,core,NA,NA
038,20220315,20220831,Run2,qpcr,bacterial,dna,sample,6,NA,NA,NA,proportional_concentration_normalized,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,2.9915230126174156e-5,proportional_concentration_normalized,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,3.91550447137464e-5,proportional_concentration_normalized,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,3.469934542163149e-5,proportional_concentration_normalized,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,3.987364956370651e-5,proportional_concentration_normalized,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,4.1199399230263184e-5,proportional_concentration_normalized,cw,no_cc,four_wk,core,NA,NA
043,20220303,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,4.2749575421906426e-5,proportional_concentration_normalized,post,no_cc,two_wk,core,NA,NA
043,20220303,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,4.0127505782334855e-5,proportional_concentration_normalized,post,no_cc,two_wk,core,NA,NA
043,20220303,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,2.728169675693997e-5,proportional_concentration_normalized,post,no_cc,two_wk,core,NA,NA
061,20220224,20220831,Run2,qpcr,bacterial,dna,sample,6,NA,NA,7.038388687989002e-11,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
043,20220303,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,1.5014762493182435e-5,proportional_concentration_normalized,post,no_cc,two_wk,core,NA,NA
043,20220303,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,4.0693067428439986e-5,proportional_concentration_normalized,post,no_cc,two_wk,core,NA,NA
047,20220303,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,1.5141655639467472e-4,proportional_concentration_normalized,post,w_cc,two_wk,core,NA,NA
047,20220303,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,1.789916192072922e-4,proportional_concentration_normalized,post,w_cc,two_wk,core,NA,NA
047,20220303,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,2.0341190914532868e-4,proportional_concentration_normalized,post,w_cc,two_wk,core,NA,NA
047,20220303,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,2.1448266030791205e-4,proportional_concentration_normalized,post,w_cc,two_wk,core,NA,NA
047,20220303,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,1.6273389436334418e-4,proportional_concentration_normalized,post,w_cc,two_wk,core,NA,NA
050,20220224,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,6.566949354753995e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
065,20220301,20220831,Run2,qpcr,bacterial,dna,sample,6,NA,NA,2.2462291629950413e-10,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
050,20220224,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,1.3443764450946328e-6,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
050,20220224,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,3.1890324116967614e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
050,20220224,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,4.0369956193424454e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
050,20220224,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,4.311575485077214e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
061,20220224,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,1.1617091090613242e-4,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
061,20220224,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,1.091869216852662e-4,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
061,20220224,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,9.722729427041818e-5,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
061,20220224,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,9.034069581976677e-5,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
130,20220215,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,3.95934384485998e-11,proportional_concentration_normalized,initial,no_cc,initial,core,NA,NA
061,20220224,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,1.2874182510047624e-6,proportional_concentration_normalized,post,w_cc,one_wk,core,NA,NA
062,20220301,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,2.8162626682949633e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
062,20220301,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,3.445924886925944e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
062,20220301,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,2.5607727965548167e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
062,20220301,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,5.555170669006757e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
062,20220301,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,2.901282304299588e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
064,20220301,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,3.793436143605288e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
064,20220301,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,4.105372105275028e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
018,20220224,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,7.945895936828765e-7,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
064,20220301,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,3.0982322427104276e-10,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
064,20220301,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,2.0274691542148418e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
064,20220301,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,2.879604601534823e-5,proportional_concentration_normalized,cw,no_cc,two_wk,core,NA,NA
065,20220301,20220831,Run2,qpcr,bacterial,dna,sample,1,NA,NA,6.754076793292798e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20220831,Run2,qpcr,bacterial,dna,sample,2,NA,NA,6.895580904246599e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20220831,Run2,qpcr,bacterial,dna,sample,3,NA,NA,4.884568200579645e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20220831,Run2,qpcr,bacterial,dna,sample,4,NA,NA,2.1850461576492196e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
065,20220301,20220831,Run2,qpcr,bacterial,dna,sample,5,NA,NA,1.0816241035948965e-8,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
Blank,NA,20220831,Run2,qpcr,bacterial,dna,blank,NA,NA,NA,NA,proportional_concentration_normalized,NA,NA,NA,core,NA,NA
Blank,NA,20221014,Run1,qpcr,bacterial,dna,blank,NA,NA,NA,NA,proportional_concentration_normalized,NA,NA,NA,core,NA,NA
002,20220301,20221014,Run1,qpcr,bacterial,dna,sample,1,NA,NA,6.772572777908627e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
002,20220301,20221014,Run1,qpcr,bacterial,dna,sample,2,NA,NA,8.21088293542835e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
002,20220301,20221014,Run1,qpcr,bacterial,dna,sample,3,NA,NA,6.613323251179318e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
002,20220301,20221014,Run1,qpcr,bacterial,dna,sample,4,NA,NA,5.849927989791204e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
002,20220301,20221014,Run1,qpcr,bacterial,dna,sample,5,NA,NA,7.98985945243842e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
004,20220301,20221014,Run1,qpcr,bacterial,dna,sample,1,NA,NA,1.1236961553228616e-4,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
004,20220301,20221014,Run1,qpcr,bacterial,dna,sample,2,NA,NA,8.443676864654499e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
004,20220301,20221014,Run1,qpcr,bacterial,dna,sample,3,NA,NA,5.615009189494482e-11,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
004,20220301,20221014,Run1,qpcr,bacterial,dna,sample,4,NA,NA,7.074261752747792e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
004,20220301,20221014,Run1,qpcr,bacterial,dna,sample,5,NA,NA,7.96722286744802e-5,proportional_concentration_normalized,pre,w_cc,two_wk,core,NA,NA
005,20220301,20221014,Run1,qpcr,bacterial,dna,sample,1,NA,NA,8.448331433097562e-5,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
005,20220301,20221014,Run1,qpcr,bacterial,dna,sample,2,NA,NA,7.819136826095934e-5,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
005,20220301,20221014,Run1,qpcr,bacterial,dna,sample,3,NA,NA,9.35238736293927e-5,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
005,20220301,20221014,Run1,qpcr,bacterial,dna,sample,4,NA,NA,8.3208532324633e-5,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
005,20220301,20221014,Run1,qpcr,bacterial,dna,sample,5,NA,NA,1.6051179358395556e-4,proportional_concentration_normalized,cw,w_cc,two_wk,core,NA,NA
006,20220224,20221014,Run1,qpcr,bacterial,dna,sample,1,NA,NA,NA,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
006,20220224,20221014,Run1,qpcr,bacterial,dna,sample,2,NA,NA,5.444032335152429e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
006,20220224,20221014,Run1,qpcr,bacterial,dna,sample,3,NA,NA,5.2229847321347916e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
006,20220224,20221014,Run1,qpcr,bacterial,dna,sample,4,NA,NA,4.425324913398805e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
006,20220224,20221014,Run1,qpcr,bacterial,dna,sample,5,NA,NA,5.6739634730308515e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
012,20220224,20221014,Run1,qpcr,bacterial,dna,sample,1,NA,NA,4.8451496556930205e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
012,20220224,20221014,Run1,qpcr,bacterial,dna,sample,2,NA,NA,5.623373332333721e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
012,20220224,20221014,Run1,qpcr,bacterial,dna,sample,3,NA,NA,5.062937996347408e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
012,20220224,20221014,Run1,qpcr,bacterial,dna,sample,4,NA,NA,2.406461167375234e-6,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
012,20220224,20221014,Run1,qpcr,bacterial,dna,sample,5,NA,NA,5.033027913055314e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
018,20220224,20221014,Run1,qpcr,bacterial,dna,sample,1,NA,NA,5.378932437500418e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
018,20220224,20221014,Run1,qpcr,bacterial,dna,sample,2,NA,NA,4.404637562869016e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
018,20220224,20221014,Run1,qpcr,bacterial,dna,sample,3,NA,NA,3.8952367394001936e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
018,20220224,20221014,Run1,qpcr,bacterial,dna,sample,4,NA,NA,4.125822669871599e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
018,20220224,20221014,Run1,qpcr,bacterial,dna,sample,5,NA,NA,4.586784677475204e-5,proportional_concentration_normalized,post,no_cc,one_wk,core,NA,NA
019,20220301,20221014,Run1,qpcr,bacterial,dna,sample,1,NA,NA,6.381046361204356e-5,proportional_concentration_normalized,pre,no_cc,two_wk,core,NA,NA
019,20220301,20221014,Run1,qpcr,bacterial,dna,sample,2,NA,NA,6.811670797785377e-9,proportional_concentration_normalized,pre,no_cc,two_wk,core,NA,NA
